college_name,no_of_applications,no_of_apps_accepted,no_of_enrolled,PctTop10HS,PctTop25HS,no_of_FT,no_of_PT,outstate_tuition,room_board_cost,books_cost,personal_spending,pct_phd_faculty,pct_termianl_faculty,sf_ratio,pct_alumni_donors,exp_per_student,total_misc_cost,accept_rate,is_private,grad_rate_round
Evergreen State College,0.035823631,0.039188057,0.063394683,0.136842105,0.450549451,0.092877095,0.016578887,0.204390496,0.444514502,0.22459893,0.163816794,0.736263736,0.710526316,0.418230563,0.21875,0.097441891,0.344582393,0.540272028,No,0.65
Fairfield University,0.097952638,0.12468581,0.117350952,0.305263158,0.626373626,0.090305993,0.04744676,0.65392562,0.696721311,0.26916221,0.129770992,0.857142857,0.868421053,0.337801609,0.46875,0.1514506,0.511286682,0.644470727,Yes,0.94
Fayetteville State University,0.028617249,0.037778963,0.06559698,0,0.076923077,0.079132809,0.028211587,0.230681818,0.121374527,0.113190731,0.078778626,0.736263736,0.671052632,0.337801609,0.15625,0.071370671,0.022121896,0.682199882,No,0.16
Ferrum College,0.026201237,0.039416559,0.047349379,0.115789474,0.296703297,0.028948705,0.00370964,0.364669421,0.381462799,0.180035651,0.20610687,0.494505495,0.447368421,0.268096515,0.140625,0.090127623,0.319413093,0.795032525,Yes,0.13
Flagler College,0.027784142,0.024449692,0.047663992,0.178947368,0.472527473,0.038280853,0.001969315,0.143595041,0.223833544,0.180035651,0.288549618,0.483516484,0.473684211,0.418230563,0.140625,0.014025298,0.267494357,0.414074512,Yes,0.66
Florida Institute of Technology,0.038864474,0.057430117,0.07676577,0.4,0.714285714,0.05472321,0.010625143,0.597107438,0.372005044,0.29144385,0.190839695,0.901098901,0.868421053,0.217158177,0.109375,0.108149377,0.329571106,0.777054997,Yes,0.53
Florida International University,0.067169308,0.076433849,0.162969954,0.431578947,0.879120879,0.319610208,0.426333868,0.219886364,0.112547289,0.31372549,0.424122137,0.802197802,0.947368421,0.305630027,0.3125,0.066657869,0.321896163,0.561088114,No,0.63
Florida Southern College,0.027076,0.036864955,0.053327041,0.2,0.384615385,0.043391315,0.044378292,0.293646694,0.486286255,0.135472371,0.061068702,0.626373626,0.657894737,0.399463807,0.15625,0.059437857,0.275959368,0.707983442,Yes,0.65
Florida State University,0.240976402,0.327938152,0.470033034,0.515789474,0.89010989,0.595702133,0.148431417,0.224173554,0.359394704,0.22459893,0.117557252,0.791208791,0.855263158,0.55227882,0.234375,0.076611307,0.249435666,0.698758131,No,0.54
Fontbonne College,0.004373815,0.006588468,0.014314928,0.157894737,0.43956044,0.026726765,0.015388138,0.3125,0.365699874,0.113190731,0.190839695,0.406593407,0.407894737,0.509383378,0.375,0.026787566,0.279909707,0.813010053,Yes,0.58
Fordham University,0.085789265,0.106710336,0.142677364,0.305263158,0.505494505,0.146044947,0.07533776,0.614411157,0.817307692,0.22459893,0.226717557,0.857142857,0.960526316,0.319034853,0.21875,0.144739571,0.658013544,0.626611473,Yes,0.79
Fort Lewis College,0.069960219,0.104768071,0.171149913,0.157894737,0.285714286,0.115985272,0.022212045,0.19927686,0.242749054,0.180035651,0.34351145,0.89010989,0.960526316,0.445040214,0.09375,0.02216902,0.321670429,0.787817859,No,0.4
Francis Marion University,0.035823631,0.060286389,0.123328614,0.126315789,0.318681319,0.097924073,0.019922143,0.180785124,0.21406053,0.135472371,0.332824427,0.747252747,0.684210526,0.445040214,0.125,0.034931287,0.281941309,0.904080426,No,0.37
Franciscan University of Steubenville,0.009830671,0.01447178,0.030360233,0.221052632,0.43956044,0.036884205,0.011037325,0.377582645,0.412988651,0.22459893,0.114503817,0.538461538,0.592105263,0.332439678,0.125,0.059381303,0.285553047,0.784033116,Yes,0.82
Franklin College,0.015058422,0.021326834,0.038697499,0.294736842,0.692307692,0.022251143,0.003068468,0.415805785,0.356242119,0.191176471,0.167175573,0.505494505,0.710526316,0.268096515,0.578125,0.161460592,0.275395034,0.747013601,Yes,0.56
Franklin Pierce College,0.106346198,0.167529896,0.064653138,0.021052632,0.054945055,0.05329482,0.054774445,0.56714876,0.44924338,0.180035651,0.083969466,0.461538462,0.421052632,0.404825737,0.25,0.060927102,0.27765237,0.836782969,Yes,0.46
Freed-Hardeman University,0.016953742,0.018127809,0.043888627,0.2,0.494505495,0.032852971,0.002244104,0.16322314,0.245901639,0.22459893,0.20610687,0.659340659,0.684210526,0.36461126,0.203125,0.054517692,0.233634312,0.54145476,Yes,0.58
Fresno Pacific College,0.005519339,0.007692894,0.017461067,0.526315789,0.857142857,0.017934231,0.002839478,0.390495868,0.297919294,0.237967914,0.239389313,0.56043956,0.460526316,0.214477212,0.21875,0.092540577,0.298871332,0.753873448,Yes,0.49
Furman University,0.0433216,0.071559144,0.102249489,0.578947368,0.802197802,0.070848146,0.007968857,0.573347107,0.357503153,0.22459893,0.152671756,0.923076923,0.934210526,0.294906166,0.4375,0.183874677,0.274040632,0.885038439,Yes,0.81
Gannon University,0.049632391,0.069921548,0.10114834,0.242105263,0.527472527,0.081069071,0.031600641,0.445764463,0.39407314,0.180035651,0.172519084,0.428571429,0.355263158,0.289544236,0.28125,0.085301714,0.303611738,0.733175636,Yes,0.62
Gardner Webb University,0.021431696,0.032675756,0.046720151,0.178947368,0.296703297,0.046470289,0.017082665,0.301652893,0.392496847,0.180035651,0.038167939,0.626373626,0.447368421,0.340482574,0.1875,0.046713292,0.203160271,0.808160852,Yes,0.21
Geneva College,0.012225855,0.017594638,0.031775995,0.189473684,0.32967033,0.037042915,0.011770094,0.368595041,0.479192938,0.180035651,0.129770992,0.648351648,0.565789474,0.471849866,0.40625,0.067864347,0.332957111,0.762743938,Yes,0.72
George Fox College,0.01516256,0.024906695,0.040742489,0.273684211,0.472527473,0.035931945,0.001923517,0.524793388,0.370428752,0.135472371,0.122137405,0.494505495,0.381578947,0.294906166,0.34375,0.074462269,0.238148984,0.878651685,Yes,0.47
George Mason University,0.116051903,0.162007769,0.266163285,0.168421053,0.21978022,0.298025648,0.174994275,0.436983471,0.482345523,0.215686275,0.122137405,0.934065934,0.947368421,0.450402145,0.109375,0.067204554,0.338600451,0.722412774,No,0.4
George Washington University,0.162331035,0.190037322,0.229196162,0.389473684,0.681318681,0.169248349,0.067277307,0.780475207,0.716897856,0.26916221,0.106870229,0.923076923,0.907894737,0.136729223,0.234375,0.217901107,0.508803612,0.57752809,Yes,0.7
Georgetown College,0.013454689,0.023649935,0.039484033,0.305263158,0.505494505,0.029329609,0.002152507,0.297520661,0.342055485,0.202317291,0.045801527,0.714285714,0.684210526,0.289544236,0.4375,0.081474918,0.178329571,0.944648137,Yes,0.51
Georgetown University,0.229812759,0.106976921,0.213150857,0.736842105,0.923076923,0.18226257,0.018548202,0.824380165,0.843474149,0.255793226,0.221374046,0.912087912,0.894736842,0.126005362,0.421875,0.310083511,0.680699774,0.123832052,Yes,0.96
Georgia Institute of Technology,0.161539583,0.169662579,0.352524776,0.926315789,0.989010989,0.266283647,0.029906114,0.214307851,0.418978562,0.311497326,0.139541985,0.923076923,0.894736842,0.450402145,0.515625,0.152412012,0.330361174,0.500413956,No,0.67
Georgia State University,0.077312395,0.08641176,0.189240208,0.084210526,0.164835165,0.241017014,0.414609572,0.227479339,0.137925599,0.278074866,0.488549618,0.868131868,0.855263158,0.442359249,0.15625,0.086263125,0.378668172,0.547250148,No,0.27
Georgian Court College,0.005560994,0.007959479,0.014472235,0.115789474,0.472527473,0.030345353,0.035905656,0.351756198,0.342055485,0.180035651,0.083969466,0.527472527,0.460526316,0.260053619,0.421875,0.078458725,0.200902935,0.772324069,Yes,0.74
Gettysburg College,0.073209339,0.091172214,0.084945729,0.431578947,0.758241758,0.057294312,0.002060911,0.910330579,0.401639344,0.180035651,0.038167939,0.945054945,0.934210526,0.257372654,0.5,0.217429826,0.209706546,0.628385571,Yes,0.82
Goldey Beacom College,0.011496886,0.015081118,0.03916942,0.094736842,0.197802198,0.021711529,0.044057706,0.195247934,0.189943253,0.193850267,0.241221374,0.186813187,0.013157895,0.672922252,0.0625,0.054574245,0.211738149,0.691661739,Yes,0.29
Gonzaga University,0.037593985,0.055297433,0.077237691,0.315789474,0.637362637,0.07567293,0.013510419,0.550619835,0.420870113,0.22459893,0.328244275,0.769230769,0.868421053,0.327077748,0.5,0.120025638,0.449209932,0.773033708,Yes,0.66
Gordon College,0.012350822,0.01877523,0.038854806,0.252631579,0.494505495,0.032122905,0.001740325,0.509297521,0.360970996,0.135472371,0.145038168,0.714285714,0.763157895,0.313672922,0.5,0.113861293,0.248306998,0.808752218,Yes,0.63
Goshen College,0.007477142,0.012339097,0.029259084,0.263157895,0.461538462,0.024473083,0.007556675,0.365702479,0.307377049,0.22459893,0.149618321,0.472527473,0.421052632,0.198391421,0.71875,0.133541953,0.235891648,0.881726789,Yes,0.7
Goucher College,0.022285631,0.028219971,0.033506371,0.410526316,0.604395604,0.022568563,0.003618044,0.684297521,0.692622951,0.180035651,0.145038168,0.769230769,0.868421053,0.179624665,0.53125,0.253303674,0.497065463,0.652631579,Yes,0.75
Grace College and Seminary,0.009726532,0.013557773,0.020764512,0.178947368,0.406593407,0.015204418,0.005129379,0.341838843,0.297919294,0.090909091,0.114503817,0.494505495,0.460526316,0.343163539,0.40625,0.124644183,0.169300226,0.740981668,Yes,0.61
Graceland College,0.009872326,0.013024602,0.032562529,0.136842105,0.351648352,0.027202895,0.10441951,0.349173554,0.208070618,0.202317291,0.096183206,0.472527473,0.486842105,0.565683646,0.375,0.045676476,0.119638826,0.699467771,Yes,0.42
Grand Valley State University,0.105887989,0.145289055,0.240050338,0.2,0.56043956,0.256951498,0.119899244,0.194628099,0.318411097,0.180035651,0.114503817,0.615384615,0.552631579,0.485254692,0.140625,0.035383716,0.206546275,0.707392076,No,0.53
Green Mountain College,0.014558557,0.021174499,0.025641026,0.063157895,0.120879121,0.012887252,0.001877719,0.486053719,0.145018916,0.135472371,0.091603053,0.758241758,0.776315789,0.308310992,0.375,0.062001621,0.054176072,0.769485512,Yes,0.74
Greensboro College,0.010976194,0.016071293,0.022180274,0.094736842,0.241758242,0.016188421,0.014334784,0.309400826,0.313682219,0.202317291,0.160305344,0.615384615,0.736842105,0.28150134,0.484375,0.089788301,0.242663657,0.778237729,Yes,0.33
Greenville College,0.00893508,0.011996344,0.025011798,0.2,0.406593407,0.020060945,0.002381498,0.411673554,0.433480454,0.135472371,0.083969466,0.538461538,0.486842105,0.316353887,0.25,0.094934681,0.255079007,0.714725015,Yes,0.56
Grinnell College,0.040780622,0.050156143,0.062450842,0.578947368,0.901098901,0.037899949,0.001328143,0.68946281,0.447351828,0.135472371,0.022900763,0.879120879,0.894736842,0.18766756,0.84375,0.297717119,0.21986456,0.622945003,Yes,0.82
Guilford College,0.023347843,0.037398126,0.04577631,0.178947368,0.384615385,0.040344083,0.013647813,0.571487603,0.532786885,0.157754011,0.122137405,0.769230769,0.815789474,0.351206434,0.46875,0.111749958,0.360045147,0.854405677,Yes,0.62
Gustavus Adolphus College,0.033907483,0.050003808,0.094226837,0.368421053,0.692307692,0.067991366,0.002244104,0.608729339,0.286885246,0.135472371,0.06870229,0.78021978,0.855263158,0.268096515,0.90625,0.126698965,0.138826185,0.775753992,Yes,0.79
Gwynedd Mercy College,0.00622748,0.006283799,0.010854176,0.305263158,0.516483516,0.018315135,0.05069842,0.44731405,0.594262295,0.180035651,0.038167939,0.307692308,0.223684211,0.142091153,0.34375,0.081003638,0.347629797,0.554937907,Yes,0.97
Hamilton College,0.063711911,0.065161094,0.065911594,0.410526316,0.802197802,0.047835196,0.001053355,0.896694215,0.515447667,0.090909091,0.083969466,0.912087912,0.947368421,0.190348525,0.9375,0.274756348,0.30248307,0.488823182,Yes,0.91
Hamline University,0.019265616,0.028676975,0.046090923,0.347368421,0.703296703,0.038820467,0.004625601,0.563636364,0.380517024,0.157754011,0.045801527,0.89010989,0.907894737,0.28150134,0.515625,0.134032085,0.194582393,0.787226493,Yes,0.62
Hampden - Sydney College,0.015329182,0.021783837,0.042787478,0.2,0.340659341,0.025584053,0,0.561880165,0.471784363,0.251336898,0.053435115,0.956043956,0.960526316,0.289544236,0.828125,0.17111241,0.289277652,0.749497339,Yes,0.66
Hampton University,0.147814134,0.140262015,0.219915054,0.252631579,0.593406593,0.142331133,0.033844745,0.249018595,0.273959647,0.22459893,0.267175573,0.571428571,0.526315789,0.308310992,0.140625,0.067958603,0.298871332,0.435955056,Yes,0.67
Hanover College,0.019265616,0.029133978,0.044360547,0.336842105,0.615384615,0.028091671,0.000641172,0.30268595,0.268757881,0.180035651,0.145038168,0.835164835,0.789473684,0.217158177,0.40625,0.114276019,0.193566591,0.801301005,Yes,0.61
Hardin-Simmons University,0.008039489,0.013405438,0.049551675,0.157894737,0.340659341,0.038915693,0.015250744,0.204545455,0.189155107,0.26916221,0.288549618,0.736263736,0.723684211,0.300268097,0.15625,0.07291647,0.26523702,0.891070373,Yes,0.31
Harding University,0.034157416,0.037931297,0.121283624,0.357894737,0.725274725,0.094876841,0.009709183,0.163429752,0.275535939,0.26916221,0.100763359,0.692307692,0.697368421,0.407506702,0.578125,0.06183196,0.188261851,0.551271437,Yes,0.71
Hartwick College,0.04169704,0.062952243,0.062136228,0.221052632,0.43956044,0.042058151,0.00302267,0.782024793,0.472887768,0.180035651,0.06870229,0.736263736,0.828947368,0.262734584,0.5,0.159085339,0.283295711,0.79668835,Yes,0.71
Hastings College,0.015329182,0.02422119,0.035708668,0.221052632,0.472527473,0.025266633,0.001648729,0.363429752,0.23518285,0.180035651,0.25221374,0.538461538,0.513157895,0.28150134,0.265625,0.07821366,0.248758465,0.842223536,Yes,0.47
Hendrix College,0.015454148,0.024716277,0.03759635,0.536842105,0.857142857,0.025869731,0.00022899,0.333677686,0.223045397,0.180035651,0.145038168,0.813186813,0.986842105,0.284182306,0.40625,0.101834222,0.160835214,0.853459491,Yes,0.6
Hillsdale College,0.017474434,0.025630284,0.049079755,0.357894737,0.626373626,0.031551549,0.001877719,0.45196281,0.460277427,0.135472371,0.076335878,0.791208791,0.736842105,0.254691689,0.484375,0.178200464,0.268623025,0.775044352,Yes,0.78
Hiram College,0.017516089,0.025020946,0.032877143,0.378947368,0.626373626,0.027329863,0.01254866,0.605733471,0.438209332,0.135472371,0.114503817,0.736263736,0.934210526,0.217158177,0.53125,0.169264991,0.281038375,0.752454169,Yes,0.78
Hobart and William Smith Colleges,0.054297794,0.076510016,0.073147711,0.252631579,0.483516484,0.052469528,0.000183192,0.862035124,0.640132409,0.22459893,0.053435115,1,0.986842105,0.257372654,0.578125,0.185759798,0.403047404,0.732939089,Yes,0.78
Hofstra University,0.153021057,0.22042806,0.206701274,0.252631579,0.593406593,0.202990096,0.061781543,0.478305785,0.65258512,0.40285205,0.114503817,0.802197802,0.868421053,0.305630027,0.15625,0.13020529,0.502257336,0.750325251,Yes,0.56
Hollins College,0.010851228,0.016223627,0.028315243,0.263157895,0.538461538,0.020822753,0.003343256,0.574896694,0.588745271,0.180035651,0.091603053,0.769230769,0.881578947,0.230563003,0.75,0.203046355,0.383182844,0.795623891,Yes,0.7
Hood College,0.012871514,0.01877523,0.022180274,0.368421053,0.604395604,0.018124683,0.018227616,0.600206612,0.671500631,0.157754011,0.067175573,0.813186813,0.842105263,0.319034853,0.53125,0.174335966,0.418735892,0.773270254,Yes,0.7
Hope College,0.033969966,0.053736004,0.092653768,0.378947368,0.659340659,0.075101574,0.009480192,0.513171488,0.403688525,0.164438503,0.129770992,0.703296703,0.75,0.268096515,0.625,0.114954663,0.274943567,0.841750444,Yes,0.7
Houghton College,0.018078437,0.027191713,0.042000944,0.305263158,0.67032967,0.033995683,0.001144951,0.395144628,0.279003783,0.180035651,0.190839695,0.846153846,0.868421053,0.335120643,0.375,0.094274888,0.23476298,0.796806623,Yes,0.64
Huntingdon College,0.010976194,0.017061467,0.014472235,0.263157895,0.417582418,0.012665058,0.005724754,0.296487603,0.337326608,0.180035651,0.129770992,0.604395604,0.631578947,0.238605898,0.140625,0.085150904,0.231376975,0.828858664,Yes,0.38
Huntington College,0.007685419,0.01363394,0.014157622,0.2,0.406593407,0.011077958,0.001923517,0.393078512,0.337326608,0.090909091,0.160305344,0.747252747,0.684210526,0.249329759,0.390625,0.118385583,0.231376975,0.947486694,Yes,0.42
Huron University,0.010809572,0.004760454,0.014000315,0.021052632,0,0.008030726,0.003114266,0.254132231,0.206494325,0.22459893,0.242748092,0.252747253,0.144736842,0.278820375,0.0625,0.114294871,0.232505643,0.205558841,Yes,0.12
Husson College,0.013371379,0.022088506,0.051282051,0.094736842,0.230769231,0.025774505,0.032287612,0.282024793,0.349936948,0.113190731,0.190839695,0.307692308,0.263157895,0.522788204,0.0625,0.032744547,0.268623025,0.883855707,Yes,0.83
Illinois Benedictine College,0.010955366,0.018508645,0.036809816,0.221052632,0.417582418,0.034376587,0.02372338,0.421487603,0.404791929,0.24688057,0.190839695,0.802197802,0.881578947,0.243967828,0.453125,0.096857504,0.341760722,0.904553519,Yes,0.73
Illinois College,0.016932914,0.027229797,0.035708668,0.284210526,0.593406593,0.024441341,0.001236547,0.294938017,0.32629256,0.22459893,0.114503817,0.736263736,0.671052632,0.351206434,0.46875,0.078458725,0.223476298,0.858426966,Yes,0.47
Illinois Institute of Technology,0.034886385,0.049051718,0.069686959,0.431578947,0.747252747,0.056246826,0.028623769,0.630681818,0.447667087,0.180035651,0.06870229,0.791208791,0.842105263,0.262734584,0.40625,0.18219692,0.26523702,0.733293909,Yes,0.52
Illinois State University,0.179118155,0.252227892,0.373289287,0.094736842,0.285714286,0.49396902,0.083444012,0.28197314,0.255832282,0.196524064,0.359541985,0.758241758,0.789473684,0.495978552,0.25,0.044922427,0.347065463,0.729390893,No,0.49
Illinois Wesleyan University,0.061837419,0.048366212,0.068585811,0.568421053,0.846153846,0.05329482,0.001007557,0.620867769,0.364123581,0.135472371,0.061068702,0.758241758,0.894736842,0.278820375,0.53125,0.1210059,0.188487585,0.337670018,Yes,0.82
Immaculata College,0.003894778,0.006893137,0.01069687,0.157894737,0.384615385,0.01126841,0.059720632,0.395661157,0.564943253,0.180035651,0.114503817,0.527472527,0.526315789,0.233243968,0.515625,0.077648123,0.383069977,0.933767002,Yes,0.66
Incarnate Word College,0.022535563,0.032561505,0.055214724,0.157894737,0.43956044,0.049073134,0.025417907,0.335743802,0.458543506,0.29144385,0.385496183,0.648351648,0.592105263,0.238605898,0.328125,0.054838162,0.535440181,0.760023655,Yes,0.96
Indiana State University,0.116176869,0.178574149,0.489539091,0.094736842,0.241758242,0.268442103,0.089214564,0.235123967,0.303593947,0.22459893,0.34351145,0.703296703,0.684210526,0.378016086,0.125,0.0718231,0.376523702,0.812300414,No,0.34
Indiana University at Bloomington,0.343781892,0.501599513,0.918357716,0.252631579,0.692307692,0.781615033,0.124387451,0.38357438,0.348360656,0.22459893,0.267175573,0.758241758,0.842105263,0.504021448,0.375,0.103681641,0.35214447,0.761561206,No,0.65
Indiana Wesleyan University,0.013621311,0.013367355,0.052068586,0.2,0.428571429,0.07329228,0.03233341,0.354855372,0.31557377,0.26916221,0.114503817,0.450549451,0.355263158,1,0.234375,0.063641676,0.227088036,0.497930219,Yes,0.27
Iona College,0.100202029,0.131693198,0.138115463,0.126315789,0.263736264,0.119572118,0.066178154,0.431301653,0.789722573,0.211229947,0.13740458,0.637362637,0.776315789,0.361930295,0.21875,0.092766792,0.568848758,0.67072738,Yes,0.63
Iowa State University,0.173827922,0.27999086,0.535787321,0.263157895,0.549450549,0.588401473,0.078497825,0.26911157,0.227616646,0.242424242,0.275572519,0.802197802,0.842105263,0.44772118,0.34375,0.09866722,0.276410835,0.859254879,No,0.62
Ithaca College,0.149501177,0.207708127,0.209690105,0.231578947,0.472527473,0.173723972,0.007556675,0.624173554,0.695460277,0.239750446,0.114503817,0.549450549,0.723684211,0.241286863,0.390625,0.1249081,0.491647856,0.717681845,Yes,0.73
James Madison University,0.23206215,0.198529972,0.322007236,0.326315789,0.692307692,0.301961656,0.033936341,0.292045455,0.435687264,0.180035651,0.073587786,0.758241758,0.75,0.412868633,0.453125,0.038192546,0.26027088,0.37421644,No,0.99
Jamestown College,0.008143628,0.012872267,0.035708668,0.136842105,0.351648352,0.311420772,0.003205862,0.272727273,0.200189155,0.135472371,0.022900763,0.472527473,0.381578947,0.388739946,0.328125,0,0.042889391,0.844589001,Yes,0.49
Jersey City State College,0.059900444,0.051450986,0.10319333,0.094736842,0.230769231,0.11674708,0.063796657,0.082954545,0.476040353,0.135472371,0.190839695,0.604395604,0.565789474,0.332439678,0.15625,0.097668106,0.364559819,0.386398581,No,0.18
John Brown University,0.010913711,0.012681849,0.03916942,0.242105263,0.483516484,0.026091925,0.004488207,0.209607438,0.298234552,0.135472371,0.167938931,0.659340659,0.578947368,0.289544236,0.296875,0.092974155,0.220316027,0.608988764,Yes,0.73
John Carroll University,0.0487368,0.077576358,0.123485921,0.273684211,0.527472527,0.096146521,0.01790703,0.483471074,0.594262295,0.22459893,0.030534351,0.89010989,0.868421053,0.321715818,0.4375,0.085810696,0.353273138,0.847545831,Yes,0.89
Johns Hopkins University,0.174806823,0.128494173,0.137800849,0.778947368,0.934065934,0.108779837,0.071811312,0.850206612,0.78184111,0.180035651,0.120610687,0.967032967,0.960526316,0.021447721,0.59375,1,0.542889391,0.298285038,Yes,0.9
Johnson State College,0.015662425,0.022735928,0.038382885,0.021052632,0.043956044,0.034440071,0.015754523,0.274586777,0.458701135,0.180035651,0.057099237,0.791208791,0.881578947,0.319034853,0.234375,0.063679379,0.264559819,0.767120047,No,0.29
Judson College,0.004832025,0.005941047,0.016045304,0.094736842,0.230769231,0.013109446,0.00302267,0.365392562,0.437263556,0.180035651,0.221374046,0.285714286,0.407894737,0.217158177,0.46875,0.087733519,0.370654628,0.678769959,Yes,0.52
Juniata College,0.019244788,0.029971818,0.041371716,0.368421053,0.505494505,0.029710513,0.001923517,0.646177686,0.422446406,0.157754011,0.025954198,0.978021978,0.960526316,0.273458445,0.578125,0.167417573,0.20993228,0.828149024,Yes,0.79
Kansas State University,0.120779789,0.152448778,0.440144722,0.252631579,0.505494505,0.468988065,0.102816579,0.240444215,0.211223203,0.22459893,0.267175573,0.747252747,0.815789474,0.428954424,0.34375,0.055347145,0.253950339,0.636901242,No,0.49
Kansas Wesleyan University,0.010580468,0.019156067,0.01777568,0.157894737,0.340659341,0.01063357,0.011770094,0.313016529,0.231715006,0.180035651,0.175572519,0.604395604,0.407894737,0.26541555,0.21875,0.063132694,0.189616253,0.971850976,Yes,0.65
Keene State College,0.063316185,0.090410542,0.123800535,0.042105263,0.10989011,0.106050025,0.035493474,0.285640496,0.374684741,0.180035651,0.13740458,0.714285714,0.644736842,0.36461126,0.203125,0.056723283,0.263769752,0.744175044,No,0.57
Kentucky Wesleyan College,0.010476329,0.016185543,0.022022967,0.2,0.43956044,0.016601067,0.005495764,0.292355372,0.373581337,0.180035651,0.160305344,0.538461538,0.539473684,0.235924933,0.5,0.072991875,0.279909707,0.823772915,Yes,0.58
Kenyon College,0.044383813,0.055830604,0.058675476,0.452631579,0.725274725,0.041455053,0,0.872933884,0.301071879,0.29144385,0.035114504,0.956043956,0.934210526,0.230563003,0.71875,0.205119988,0.163656885,0.639621526,Yes,0.88
Keuka College,0.007914523,0.011767842,0.02186566,0.094736842,0.373626374,0.019013459,0.002473094,0.375,0.436633039,0.22459893,0.076335878,0.516483516,0.921052632,0.289544236,0.671875,0.088167097,0.274266366,0.794795979,Yes,0.46
King's College,0.028638077,0.037360043,0.054428189,0.2,0.395604396,0.011458862,0.024730937,0.442665289,0.532786885,0.135472371,0.235877863,0.637362637,0.631578947,0.351206434,0.578125,0.084132939,0.438487585,0.672619752,Yes,0.87
King College,0.005706788,0.008683068,0.016831839,0.347368421,0.615384615,0.01174454,0.001969315,0.326652893,0.247477932,0.22459893,0.419847328,0.626373626,0.578947368,0.219839142,0.390625,0.108733764,0.392776524,0.816794796,Yes,0.62
Knox College,0.019973757,0.029438647,0.039484033,0.494736842,0.747252747,0.026282377,0.001053355,0.692510331,0.359709962,0.135472371,0.083969466,0.879120879,0.934210526,0.273458445,0.515625,0.18922842,0.202257336,0.778237729,Yes,0.78
La Roche College,0.005831754,0.009482824,0.023596036,0.094736842,0.351648352,0.016220163,0.037462789,0.335847107,0.473203026,0.22459893,0.129770992,0.538461538,0.644736842,0.313672922,0.21875,0.072313232,0.339954853,0.868953282,Yes,0.47
La Salle University,0.059317268,0.067103359,0.092339154,0.2,0.516483516,0.082497461,0.076070529,0.529958678,0.60372005,0.157754011,0.444274809,0.901098901,0.868421053,0.337801609,0.140625,0.111184421,0.648984199,0.557894737,Yes,0.83
Lafayette College,0.081832004,0.088734862,0.084473808,0.368421053,0.549450549,0.05964322,0.010304557,0.846590909,0.624211854,0.22459893,0.114503817,0.934065934,0.947368421,0.214477212,0.59375,0.229588855,0.436794582,0.525724423,Yes,0.92
LaGrange College,0.009643222,0.012453348,0.022337581,0.147368421,0.285714286,0.014633062,0.016578887,0.240030992,0.284520807,0.29144385,0.190839695,0.758241758,0.776315789,0.268096515,0.1875,0.110863951,0.266930023,0.684801892,Yes,0.73
Lake Forest College,0.018703268,0.021555336,0.03712443,0.315789474,0.67032967,0.026314119,0.000870163,0.751033058,0.345208071,0.367201426,0.163358779,0.912087912,0.921052632,0.219839142,0.296875,0.235658944,0.309255079,0.588054406,Yes,0.75
Lakeland College,0.00866432,0.01447178,0.030832154,0.242105263,0.417582418,0.023743017,0.089580948,0.364669421,0.350725095,0.180035651,0.114503817,0.450549451,0.539473684,0.394101877,0.390625,0.016362848,0.229683973,0.892962744,Yes,0.53
Lamar University,0.046966447,0.062952243,0.158565361,0.094736842,0.197802198,0.168200863,0.18580261,0.124586777,0.198612863,0.183600713,0.18519084,0.43956044,0.763157895,0.426273458,0.1875,0.050766302,0.173927765,0.69059728,No,0.18
Lambuth University,0.015620769,0.017746972,0.029731005,0.147368421,0.285714286,0.022251143,0.014838562,0.146177686,0.260088272,0.22459893,0.204580153,0.582417582,0.486842105,0.36461126,0.15625,0.044206081,0.242663657,0.582968658,Yes,0.56
Lander University,0.022598046,0.035684363,0.07472078,0.084210526,0.263736264,0.061420772,0.01557133,0.134194215,0.190258512,0.192513369,0.221679389,0.648351648,0.697368421,0.388739946,0.171875,0.055290591,0.19717833,0.840804258,No,0.46
Lawrence University,0.024201779,0.033323178,0.045461696,0.515789474,0.747252747,0.031424581,0.003343256,0.765650826,0.332755359,0.191176471,0.110687023,0.747252747,0.894736842,0.203753351,0.890625,0.203197165,0.216817156,0.718391484,Yes,0.75
Le Moyne College,0.028929665,0.042920253,0.061349693,0.210526316,0.736263736,0.053358304,0.025509503,0.449380165,0.482345523,0.135472371,0.099236641,0.89010989,0.894736842,0.289544236,0.4375,0.092974155,0.301354402,0.781904199,Yes,0.94
Lebanon Valley College,0.027180139,0.037626628,0.044832468,0.284210526,0.516483516,0.026218893,0.022944813,0.594524793,0.468947037,0.135472371,0.133587786,0.835164835,0.789473684,0.262734584,0.46875,0.094444549,0.317155756,0.721821407,Yes,0.84
Lehigh University,0.131547706,0.161169929,0.166273399,0.410526316,0.824175824,0.132014982,0.005999542,0.845041322,0.598991173,0.29144385,0.134351145,0.967032967,0.986842105,0.268096515,0.671875,0.21639301,0.4503386,0.613010053,Yes,0.91
Lenoir-Rhyne College,0.018703268,0.025554117,0.035236747,0.252631579,0.406593407,0.033297359,0.007556675,0.400826446,0.349936948,0.135472371,0.114503817,0.879120879,0.894736842,0.254691689,0.3125,0.100910513,0.217832957,0.714843288,Yes,0.63
